session;academie;sexe;statut_du_candidat;voie;serie;diplome_specialite;nombre_d_inscrits;nombre_de_presents;nombre_d_admis_au_1er_groupe;nombre_de_refuses_au_1er_groupe;nombre_d_ajournes_passant_les_epreuves_du_2nd_groupe;nombre_d_admis_a_l_issue_du_2nd_groupe;nombre_de_refuses_a_l_issue_du_2nd_groupe;nombre_d_admis_totaux;nombre_d_admis_avec_mention_tb_avec_les_felicitations_du_jury;nombre_d_admis_avec_mention_tb_sans_les_felicitations_du_jury;nombre_d_admis_avec_mention_b;nombre_d_admis_avec_mention_ab;nombre_d_admis_sans_mention;nombre_de_refuses_totaux
2022;AIX-MARSEILLE;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33102 PROTHESE DENTAIRE;17.0;16.0;16.0;0.0;0.0;0.0;0.0;16.0;0.0;2.0;6.0;4.0;4.0;0.0
2022;AIX-MARSEILLE;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;13.0;12.0;9.0;3.0;0.0;0.0;0.0;9.0;0.0;0.0;1.0;5.0;3.0;3.0
2022;AIX-MARSEILLE;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 34304 HYGIENE PROPRETE STERILISATION;5.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;0.0;0.0;3.0;0.0
2022;AIX-MARSEILLE;FILLES;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;8.0;7.0;1.0;4.0;2.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;5.0
2022;AIX-MARSEILLE;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31212 METIERS DE L'ACCUEIL;14.0;13.0;10.0;3.0;0.0;0.0;0.0;10.0;0.0;0.0;1.0;5.0;4.0;3.0
2022;AIX-MARSEILLE;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;9.0;6.0;2.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;4.0
2022;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21004 CGEA;5.0;4.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0
2022;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21211 COND GEST ENTR HIPPIQUE;4.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0
2022;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;9.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
2022;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC TECHNOLOGIQUE;ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;16.0;6.0;1.0;0.0;5.0;2.0;3.0;3.0;0.0;0.0;0.0;1.0;2.0;3.0
2022;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC TECHNOLOGIQUE;STHR;BAC STHR SC.&TEC. HOTELLERIE-RESTAURATION;8.0;7.0;5.0;0.0;2.0;1.0;1.0;6.0;0.0;0.0;1.0;3.0;2.0;1.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21001 AGRO-EQUIPEMENT;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21203 TECHN CONSEIL DE VENTE ANIMAL;24.0;24.0;21.0;3.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;6.0;15.0;3.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21210 COND GEST ENTR CANIN ET FELIN;18.0;17.0;12.0;5.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;1.0;11.0;5.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21302 GEST MILIEUX NATURELS FAUNE;16.0;16.0;14.0;2.0;0.0;0.0;0.0;14.0;0.0;0.0;5.0;5.0;4.0;2.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21303 FORET;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 22107 TEC CONS VTE ALIMENTATION P.ALIM;18.0;18.0;16.0;2.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;4.0;12.0;2.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BACPRO 20002 ETUD.DEFINITION PRDTS INDUSTRIEL;7.0;7.0;5.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;4.0;1.0;2.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22106 CUISINE;44.0;44.0;38.0;5.0;1.0;1.0;0.0;39.0;0.0;2.0;12.0;15.0;10.0;5.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23004 TECHN. ETUDES BAT.A ETUDES & ECO.;9.0;9.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;3.0;1.0;5.0;0.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BACPRO 23103 TECHNICIEN GEOMETRE-TOPOGRAPHE;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23408 Etude et réalisation d'agencement;8.0;8.0;6.0;2.0;0.0;0.0;0.0;6.0;0.0;1.0;2.0;2.0;1.0;2.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;6.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;2.0;1.0;2.0;0.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25215 MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25406 OUVRAGES DU BATIMENT METALLERIE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;3.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES AGRI;BAC PRO AG 33002 SERV PERS TERRIT;207.0;200.0;176.0;24.0;0.0;0.0;0.0;176.0;0.0;1.0;11.0;60.0;104.0;24.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;320.0;320.0;266.0;38.0;16.0;12.0;4.0;278.0;0.0;8.0;51.0;111.0;108.0;42.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33103 TECHNICIEN APPAREIL. ORTHOPEDIQUE;3.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33603 ESTHETIQUE COSMETIQUE PARFUMERIE;164.0;162.0;143.0;15.0;4.0;1.0;3.0;144.0;0.0;9.0;28.0;52.0;55.0;18.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STD2A;BAC STD2A SCIENCES & TECHNO. DESIGN-ARTS APPLIQUES;125.0;125.0;119.0;0.0;6.0;5.0;1.0;124.0;0.0;10.0;31.0;42.0;41.0;1.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STI2D;BAC STI2D SYSTÈME D'INFORMATION  ET NUMERIQUE;16.0;16.0;15.0;1.0;0.0;0.0;0.0;15.0;0.0;0.0;1.0;6.0;8.0;1.0
2022;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STMG;BAC STMG MERCATIQUE (MARKETING);802.0;802.0;669.0;21.0;112.0;72.0;40.0;741.0;0.0;17.0;115.0;260.0;349.0;61.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21405 AMENAGEMENTS PAYSAGERS;50.0;45.0;40.0;5.0;0.0;0.0;0.0;40.0;0.0;0.0;3.0;6.0;31.0;5.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22004 PROC. CHIMIE EAU PAPIERS-CARTONS;4.0;4.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;1.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22106 CUISINE;33.0;30.0;25.0;5.0;0.0;0.0;0.0;25.0;0.0;0.0;2.0;12.0;11.0;5.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23405 TECHNICIEN MENUISIER AGENCEUR;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25007 MAINTENANCE EQUIPEMENTS INDUST.;17.0;17.0;16.0;1.0;0.0;0.0;0.0;16.0;0.0;1.0;3.0;9.0;3.0;1.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25106 TECHNICIEN D'USINAGE;9.0;9.0;8.0;0.0;1.0;1.0;0.0;9.0;0.0;1.0;2.0;4.0;2.0;0.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;123.0;120.0;93.0;21.0;6.0;3.0;3.0;96.0;0.0;6.0;21.0;37.0;32.0;24.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25220 MAINT.MATERIELS OPT.B TP MANUT.;12.0;12.0;9.0;2.0;1.0;1.0;0.0;10.0;0.0;1.0;2.0;1.0;6.0;2.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25408 REPARATION DES CARROSSERIES;17.0;17.0;9.0;6.0;2.0;1.0;1.0;10.0;0.0;0.0;0.0;6.0;4.0;7.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25515 SYST.NUM.OPT.C RES.INF.SYST.COMM.;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31214 MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;8.0;7.0;5.0;2.0;0.0;0.0;0.0;5.0;0.0;1.0;1.0;1.0;2.0;2.0
2022;AIX-MARSEILLE;GARCONS;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;STMG;BAC STMG SYSTEMES D'INFORMATION DE GESTION;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;AIX-MARSEILLE;GARCONS;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22106 CUISINE;3.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0
2022;AIX-MARSEILLE;GARCONS;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25411 TECH.CHAUDRONNERIE INDUSTRIELLE;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC GENERAL;GENERALE;BAC GENE 10019 BAC GENERAL;119.0;81.0;39.0;28.0;14.0;11.0;3.0;50.0;0.0;0.0;6.0;9.0;35.0;31.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21203 TECHN CONSEIL DE VENTE ANIMAL;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25514 SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33101 OPTIQUE LUNETTERIE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;STI2D;BAC STI2D ARCHITECTURE ET CONSTRUCTION;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;STL;BAC STL BIOCHIM.-BIOLOGIE-BIOTECHNOL.;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;STMG;BAC STMG MERCATIQUE (MARKETING);18.0;11.0;6.0;4.0;1.0;0.0;1.0;6.0;0.0;0.0;2.0;2.0;2.0;5.0
2022;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;STMG;BAC STMG SYSTEMES D'INFORMATION DE GESTION;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21303 FORET;9.0;9.0;7.0;2.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;3.0;4.0;2.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BACPRO 20002 ETUD.DEFINITION PRDTS INDUSTRIEL;30.0;30.0;21.0;8.0;1.0;1.0;0.0;22.0;0.0;4.0;4.0;6.0;8.0;8.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 20102 PILOTE DE LIGNE DE PRODUCTION;3.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22106 CUISINE;89.0;89.0;80.0;9.0;0.0;0.0;0.0;80.0;0.0;3.0;22.0;34.0;21.0;9.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23102 TRAVAUX PUBLICS;16.0;16.0;12.0;2.0;2.0;1.0;1.0;13.0;0.0;0.0;1.0;4.0;8.0;3.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25107 TECHNICIEN OUTILLEUR;11.0;11.0;4.0;7.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;2.0;1.0;7.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25219 MAINT.MATERIELS OPT.A AGRICOLES;10.0;10.0;8.0;0.0;2.0;0.0;2.0;8.0;0.0;2.0;4.0;0.0;2.0;2.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;277.0;276.0;204.0;64.0;8.0;6.0;2.0;210.0;0.0;3.0;26.0;75.0;106.0;66.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31108 TRANSPORT;44.0;44.0;31.0;12.0;1.0;1.0;0.0;32.0;0.0;3.0;4.0;11.0;14.0;12.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32207 REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;18.0;18.0;12.0;6.0;0.0;0.0;0.0;12.0;0.0;0.0;5.0;3.0;4.0;6.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33102 PROTHESE DENTAIRE;6.0;6.0;4.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;2.0;0.0;2.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STHR;BAC STHR SC.&TEC. HOTELLERIE-RESTAURATION;41.0;41.0;35.0;0.0;6.0;5.0;1.0;40.0;0.0;1.0;7.0;12.0;20.0;1.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STI2D;BAC STI2D ENERGIES  ET ENVIRONNEMENT;200.0;200.0;170.0;6.0;24.0;16.0;8.0;186.0;0.0;2.0;19.0;72.0;93.0;14.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STI2D;BAC STI2D SYSTÈME D'INFORMATION  ET NUMERIQUE;390.0;390.0;335.0;14.0;41.0;30.0;11.0;365.0;1.0;8.0;47.0;123.0;186.0;25.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STL;BAC STL SCIENCES PHYSIQUES CHIMIQUES  EN LABORAT.;79.0;79.0;66.0;4.0;9.0;7.0;2.0;73.0;0.0;0.0;10.0;24.0;39.0;6.0
2022;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STMG;BAC STMG RESSOURCES HUMAINES ET COMMUNICATION;242.0;242.0;165.0;23.0;54.0;35.0;19.0;200.0;0.0;1.0;8.0;51.0;140.0;42.0
2022;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 22107 TEC CONS VTE ALIMENTATION P.ALIM;13.0;13.0;10.0;3.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;2.0;8.0;3.0
2022;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25106 TECHNICIEN D'USINAGE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25411 TECH.CHAUDRONNERIE INDUSTRIELLE;4.0;4.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;2.0;0.0;0.0;1.0
2022;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES AGRI;BAC PRO AG 33002 SERV PERS TERRIT;13.0;13.0;13.0;0.0;0.0;0.0;0.0;13.0;0.0;1.0;0.0;6.0;6.0;0.0
2022;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31106 LOGISTIQUE;9.0;8.0;5.0;3.0;0.0;0.0;0.0;5.0;0.0;2.0;1.0;1.0;1.0;3.0
2022;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31214 MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2022;AMIENS;FILLES;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;STMG;BAC STMG MERCATIQUE (MARKETING);4.0;4.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0
2022;AMIENS;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 20102 PILOTE DE LIGNE DE PRODUCTION;3.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0
2022;AMIENS;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;AMIENS;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21302 GEST MILIEUX NATURELS FAUNE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;AMIENS;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33003 ACC.SOINS-S.PERS. OPT.A DOMICILE;2.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
2022;AMIENS;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;7.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;2.0;0.0
2022;AMIENS;FILLES;INDIVIDUEL;BAC TECHNOLOGIQUE;STAV;BAC STAV AGRONOMIE ALIM ENV TERRITOI;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21004 CGEA;55.0;54.0;38.0;16.0;0.0;0.0;0.0;38.0;0.0;0.0;3.0;11.0;24.0;16.0
2022;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22703 TECHN.INSTALL.SYST.ENERG.CLIMATI;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23304 AMENAGEMENT FINITION BATIMENT;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2022;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;6.0;6.0;5.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;4.0;1.0
2022;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;4.0;4.0;2.0;0.0;2.0;2.0;0.0;4.0;0.0;0.0;0.0;2.0;2.0;0.0
